StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q13_3_TEXT,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42_1,Q42_2,Q42_3,Q43,Q44,Code
12/28/2017 16:49,12/28/2017 16:53,IP Address,97.104.210.56,100,194,TRUE,12/28/2017 16:53,R_22rgY8IF9jzm30S,,,,,28.47680664,-81.63189697,anonymous,EN,A moderate amount,A moderate amount,A little,A great deal,A little,A little,Yes,A great deal,A little,A lot,A lot,A moderate amount,A moderate amount,Yes,A little,A moderate amount,None at all,None at all,A little,A moderate amount,Stay,Stay,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",A little,Increased my desire to leave,Yes,2016,,Stay,Yes,34787,40,Female,Caucasian,College graduate,"Over $80,000",3,Yes,No,No,Yes,34787,50 to 70 miles,Detached single family home,Brick or block,Own,Yes,Orange,No,,,,Yes,No,,,No,No,No,Yes,A3FY7A6Z3EVNRX,239011
12/28/2017 16:49,12/28/2017 16:56,IP Address,73.53.205.143,100,444,TRUE,12/28/2017 16:56,R_1N2kiEuEUvLF6Py,,,,,30.49009705,-81.67169952,anonymous,EN,A moderate amount,A little,A little,A little,None at all,None at all,Yes,A lot,A moderate amount,A great deal,A great deal,A moderate amount,A lot,No,,,,,,,Stay,Stay,None,None at all,,Yes,2017 before Irma,,Stay,Yes,32208,34,Female,African American,College graduate,"$40,000 to $80,000",3,Yes,No,No,Yes,32208,50 to 70 miles,Detached single family home,Brick or block,Own,No,Jacksonville,No,,,,Yes,No,,,No,No,Yes,Yes,A2GPI1HXNYE2CC,231873
12/28/2017 16:52,12/28/2017 17:03,IP Address,73.67.92.34,100,693,TRUE,12/28/2017 17:03,R_3rP9txwCVQVPUpx,,,,,28.92349243,-81.91850281,anonymous,EN,A little,None at all,None at all,A little,None at all,A little,Yes,A moderate amount,None at all,A little,A little,A great deal,A little,Yes,A little,A moderate amount,A little,A little,A little,A moderate amount,Stay,Stay,"Evacuation expense (travel, lodging, etc.),Job obligations",A moderate amount,Increased my desire to leave,Yes,Before 2016 (Please specify the year),1992,Stay,Yes,34472,31,Male,Caucasian,High school graduate,"Less than $15,000",5,Yes,No,No,Yes,34479,50 to 70 miles,Detached single family home,Brick or block,Own,Yes,Marion,,,,,,No,,,No,No,Yes,Yes,A1VGSOTBG8O7YA,612327
12/28/2017 17:17,12/28/2017 17:23,IP Address,68.1.66.31,100,312,TRUE,12/28/2017 17:23,R_3OWeD47sk5fFlRL,,,,,30.42179871,-86.62979889,anonymous,EN,A little,A little,A little,A little,A lot,A lot,Yes,A little,A little,A lot,A great deal,A little,A lot,No,,,,,,,Evacuate,Evacuate,None,A moderate amount,Increased my desire to leave,Yes,Before 2016 (Please specify the year),2004,Evacuate,Yes,32548,48,Female,Caucasian,College graduate,"Over $80,000",3,Yes,No,No,Yes,32548,Within 1 mile,Detached single family home,Other,Own,Yes,okaloosa,No,,,,No,No,,,No,No,No,Yes,A1HF37JMKMB8YV,766970
12/28/2017 17:25,12/28/2017 17:30,IP Address,73.55.50.72,100,287,TRUE,12/28/2017 17:30,R_2usU5lFcYorVnLx,,,,,26.90550232,-82.03399658,anonymous,EN,A moderate amount,A great deal,A moderate amount,A little,A lot,A lot,Yes,A lot,A lot,A moderate amount,A great deal,A lot,A great deal,Yes,A moderate amount,A lot,A lot,A lot,A great deal,A great deal,Stay,Stay,None,A little,Decreased my desire to leave,Yes,Before 2016 (Please specify the year),2004,Stay,Yes,33982,28,Female,Caucasian,College graduate,"$25,000 to $40,000",3,No,Yes,Yes,Yes,33947,1 to 10 mile,Detached single family home,Brick or block,Own,No,Charlotte,No,,,,No,No,,,No,No,No,Yes,A30CS0DQ0LW8GG,515394
12/28/2017 18:28,12/28/2017 18:35,IP Address,73.156.247.27,100,380,TRUE,12/28/2017 18:35,R_8AfN3XSdkoT716N,,,,,26.29679871,-81.78959656,anonymous,EN,A moderate amount,A moderate amount,None at all,A little,None at all,None at all,Yes,A great deal,A little,A moderate amount,A great deal,A little,A great deal,Yes,A lot,A lot,A moderate amount,A little,A lot,A moderate amount,Stay,Stay,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A little,Decreased my desire to leave,No,,,,,33966,30,Female,Asian,College graduate,"$40,000 to $80,000",2,No,No,No,Yes,33966,30 to 50 miles,Detached single family home,Brick or block,Rent,Yes,Lee,No,,,,,No,,,No,No,No,Yes,A3UVFMT66U7JN6,142912
12/28/2017 18:33,12/28/2017 18:38,IP Address,47.200.225.56,100,306,TRUE,12/28/2017 18:38,R_3PFtbdEzHhEWCwb,,,,,27.915802,-82.22899628,anonymous,EN,A moderate amount,A moderate amount,A moderate amount,A lot,A moderate amount,A moderate amount,Yes,A lot,A lot,A lot,A lot,A moderate amount,A lot,No,,,,,,,Evacuate,Evacuate,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",None at all,,No,,,,,33511,50,Female,Caucasian,High school graduate,"$40,000 to $80,000",5,Yes,No,No,Yes,33511,10 to 30 miles,Detached single family home,Brick or block,Own,Yes,HILLSBOROUGH,No,,,,,No,,,No,No,No,Yes,A2PFTBGIF2Q6LJ,181724
12/28/2017 18:43,12/28/2017 18:53,IP Address,198.205.104.146,100,601,TRUE,12/28/2017 18:53,R_3NWGA5EqLjmHNK4,,,,,29.13040161,-82.53829956,anonymous,EN,A moderate amount,A lot,A little,A little,A little,A little,No,,,,,,,Yes,A little,A lot,A great deal,A moderate amount,A moderate amount,None at all,Neither,Stay,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",None at all,,Yes,Before 2016 (Please specify the year),2004,Stay,Yes,34432,40,Female,Caucasian,Some college,"$25,000 to $40,000",3,Yes,No,No,Yes,34432,10 to 30 miles,Detached single family home,Brick or block,Own,Yes,Marion,No,,,,No,No,,,No,No,No,Yes,AQ8RA7U6KBDV2,338775
12/28/2017 18:51,12/28/2017 18:57,IP Address,98.231.86.27,100,333,TRUE,12/28/2017 18:57,R_3KwKhlFkO6CjdzC,,,,,29.94299316,-81.74330139,anonymous,EN,A little,A little,A little,A lot,None at all,None at all,Yes,A great deal,A little,A great deal,A great deal,A lot,A lot,Yes,A great deal,A great deal,A great deal,A moderate amount,A lot,A great deal,Stay,Stay,"Having young children,Having family member(s) with special needs,Having pets,Evacuation expense (travel, lodging, etc.),Job obligations",A little,Increased my desire to leave,Yes,2016,,Evacuate,No,32043,36,Female,Caucasian,College graduate,"Over $80,000",6,Yes,No,Yes,Yes,32043,30 to 50 miles,Detached single family home,Wood,Own,Yes,Clay,No,,,,Yes,No,,,No,No,No,Yes,AA4D4WHT4HBYW,897839
12/28/2017 19:16,12/28/2017 19:21,IP Address,68.225.66.247,100,314,TRUE,12/28/2017 19:21,R_6xGQsG4Mw9gxpcZ,,,,,30.46209717,-87.2173996,anonymous,EN,A little,A little,A little,A moderate amount,A little,A moderate amount,Yes,A moderate amount,A little,A lot,A little,A moderate amount,A moderate amount,Yes,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A little,Evacuate,,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A little,Increased my desire to leave,No,,,,,32583,22,Female,Caucasian,Some college,"$15,000 to $25,000",3,No,No,No,Yes,32583,10 to 30 miles,Mobile or manufactured home,Other,Rent,No,Santa rosa,No,,,,,No,,,No,No,No,Yes,A2xf2foojeidkd,916290
12/28/2017 19:19,12/28/2017 19:25,IP Address,70.127.184.86,100,313,TRUE,12/28/2017 19:25,R_25QtejgwBhD0RXy,,,,,28.86749268,-82.3608017,anonymous,EN,A little,A little,A little,A little,None at all,None at all,Yes,A lot,A lot,A lot,A lot,A lot,A lot,Yes,A lot,A lot,A lot,A lot,A lot,A lot,Evacuate,Stay,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",None at all,,Yes,Before 2016 (Please specify the year),2005,Stay,Yes,34450,37,Male,Caucasian,Some college,"$25,000 to $40,000",5,Yes,No,No,Yes,34450,30 to 50 miles,Detached single family home,Brick or block,Own,Yes,citrus,Yes,Voluntary (should),"Radio or TV,Social media or internet,Text alerts  or phone calls from officials","September 4th (Monday, became Category 5)",No,No,,,No,No,No,Yes,A2QA0H9LIANIWA,380991
12/28/2017 20:46,12/28/2017 20:52,IP Address,173.170.240.57,100,328,TRUE,12/28/2017 20:52,R_1QgTNrDmjgXqbSx,,,,,27.71009827,-82.43139648,anonymous,EN,A great deal,A lot,A great deal,A great deal,A little,A little,Yes,A great deal,A lot,A great deal,A lot,A moderate amount,A great deal,Yes,A little,A little,A moderate amount,A moderate amount,A moderate amount,A lot,Evacuate,Evacuate,None,None at all,,Yes,Before 2016 (Please specify the year),2004,Stay,Yes,33573,70,Male,Caucasian,College graduate,"$40,000 to $80,000",2,No,No,No,No,33573,10 to 30 miles,Duplex or triplex home,Brick or block,Own,Yes,Hurricane,No,,,,No,No,,,No,No,No,Yes,AMKKZCMZW901T,557805
12/28/2017 21:01,12/28/2017 21:07,IP Address,68.1.47.13,100,356,TRUE,12/28/2017 21:07,R_DSuYCqXMUC6QB7r,,,,,30.39190674,-87.34960175,anonymous,EN,A little,A moderate amount,A little,A little,None at all,None at all,No,,,,,,,Yes,A moderate amount,A little,A moderate amount,A moderate amount,A little,A little,Neither,Stay,"Having pets,Evacuation expense (travel, lodging, etc.)",None at all,,Yes,Before 2016 (Please specify the year),2004,Evacuate,Yes,32526,60,Female,Caucasian,College graduate,"Less than $15,000",1,No,No,No,Yes,32526,1 to 10 mile,Detached single family home,Wood,Own,Yes,Escambia,No,,,,,No,,,No,No,No,Yes,A3P7MHT0XKHRRA,679514
12/28/2017 21:05,12/28/2017 21:10,IP Address,99.42.165.93,100,284,TRUE,12/28/2017 21:10,R_1eDhDyDrkUd0hGg,,,,,25.49029541,-80.41870117,anonymous,EN,A moderate amount,A moderate amount,A great deal,A great deal,A moderate amount,A lot,Yes,A great deal,A great deal,A great deal,A great deal,A lot,A lot,Yes,A lot,A lot,A lot,A moderate amount,A moderate amount,A moderate amount,Stay,Stay,Job obligations,A little,Increased my desire to leave,Yes,Before 2016 (Please specify the year),2005,Evacuate,Yes,33031,27,Female,Caucasian,Some college,"Over $80,000",3,No,Yes,Yes,Yes,33031,10 to 30 miles,Detached single family home,Brick or block,Own,Yes,Miami ,No,,,,Yes,No,,,No,No,No,Yes,A3SC1XYKBKEFY4,742014
12/28/2017 21:04,12/28/2017 21:10,IP Address,142.197.189.88,100,413,TRUE,12/28/2017 21:10,R_33md8H3MUwJKRtO,,,,,28.57040405,-81.52980042,anonymous,EN,A great deal,A little,A great deal,A great deal,A moderate amount,A moderate amount,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Stay,Stay,"Having pets,Evacuation expense (travel, lodging, etc.)",None at all,,No,,,,,34787,27,Male,Hispanic,College graduate,"$25,000 to $40,000",5,Yes,No,No,Yes,34787,More than 70 miles,Detached single family home,Brick or block,Rent,Yes,Orange,No,,,,Yes,No,,,No,No,No,Yes,COPIEDA2HSB1BAHZHDAK,846523
12/28/2017 21:51,12/28/2017 21:56,IP Address,73.0.152.133,100,335,TRUE,12/28/2017 21:56,R_1daeaCyIgFRit3P,,,,,25.99099731,-80.21099854,anonymous,EN,A lot,A lot,A great deal,A great deal,A little,A moderate amount,Yes,A great deal,A great deal,A lot,A moderate amount,A little,A lot,Yes,A lot,A lot,A great deal,A moderate amount,A great deal,A lot,Stay,Stay,"Having young children,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",None at all,,Yes,Before 2016 (Please specify the year),2004,Stay,Yes,33024,52,Female,Hispanic,Some college,"$40,000 to $80,000",6,Yes,No,Yes,Yes,33024,1 to 10 mile,Detached single family home,Other,Own,Yes,Broward County,No,,,,No,No,,,No,No,No,Yes,A2GS9LTE56LYEF,911011
12/28/2017 22:41,12/28/2017 22:45,IP Address,72.189.3.83,100,272,TRUE,12/28/2017 22:45,R_2qk5xnYeYzdc34e,,,,,28.53109741,-80.85230255,anonymous,EN,A moderate amount,A great deal,A lot,A great deal,None at all,None at all,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Yes,A lot,A great deal,A great deal,A moderate amount,A lot,A great deal,Stay,Stay,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A little,Decreased my desire to leave,Yes,2016,,Stay,Yes,32780,49,Male,Caucasian,Graduate school,"Over $80,000",2,No,No,No,Yes,32780,1 to 10 mile,Detached single family home,Brick or block,Own,Yes,Brevard,No,,,,No,No,,,No,No,No,Yes,A246D2OUUWO36F,475685
12/28/2017 23:58,12/29/2017 0:11,IP Address,73.21.160.102,100,734,TRUE,12/29/2017 0:11,R_1Eh95l48v8AEjvF,,,,,28.92349243,-81.91850281,anonymous,EN,A little,A little,A moderate amount,A moderate amount,A little,A little,Yes,A lot,None at all,A moderate amount,A great deal,A moderate amount,A lot,No,,,,,,,Stay,Stay,"Evacuation expense (travel, lodging, etc.),Job obligations",None at all,,No,,,,,34472,30,Female,African American,College graduate,"Over $80,000",3,No,No,No,No,34472,50 to 70 miles,Detached single family home,Brick or block,Own,Yes,Marion,No,,,,,No,,,No,No,No,Yes,A10TYO0H3GLCH6,554832
12/29/2017 0:12,12/29/2017 0:16,IP Address,73.27.72.255,100,251,TRUE,12/29/2017 0:16,R_2DUfAipfysFFmbm,,,,,27.25849915,-82.51499939,anonymous,EN,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,None at all,A great deal,A great deal,A great deal,A great deal,Yes,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A lot,A lot,Evacuate,Evacuate,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A little,Increased my desire to leave,No,,,,,34231,55,Female,Caucasian,Some college,"$25,000 to $40,000",1,No,No,No,No,34231,Within 1 mile,Duplex or triplex home,Brick or block,Rent,Yes,Sarasota,,,,,No,Yes,September 9th (Saturday),Afternoon,No,No,Yes,No,AP38W3KMMISU6,837500
12/29/2017 0:49,12/29/2017 0:53,IP Address,68.84.247.34,100,254,TRUE,12/29/2017 0:53,R_XS2vYezY3LEfXeF,,,,,28.82569885,-81.48390198,anonymous,EN,None at all,None at all,A moderate amount,A lot,None at all,None at all,Yes,A lot,A lot,None at all,A lot,A moderate amount,A moderate amount,Yes,A lot,A lot,A lot,A moderate amount,A moderate amount,A moderate amount,Stay,Stay,Having pets,None at all,,Yes,2017 before Irma,,Stay,Yes,32776,57,Female,Caucasian,High school graduate,"$40,000 to $80,000",2,No,No,No,Yes,32776,30 to 50 miles,Detached single family home,Brick or block,Own,Yes,Lake,,,,,,No,,,No,No,No,Yes,A25XKNZ3K587KN,498854
12/29/2017 0:48,12/29/2017 0:56,IP Address,66.87.149.184,100,463,TRUE,12/29/2017 0:56,R_31ZMtCWL1hfvXQ6,,,,,28.50500488,-81.78970337,anonymous,EN,A moderate amount,A lot,A moderate amount,A moderate amount,A little,A little,Yes,A little,None at all,None at all,A great deal,A moderate amount,A lot,Yes,A little,A lot,A great deal,A moderate amount,A lot,A lot,Neither,Stay,"Having pets,Evacuation expense (travel, lodging, etc.),Job obligations",None at all,,Yes,Before 2016 (Please specify the year),2004,Stay,Yes,32738,27,Female,Caucasian,Some college,"$40,000 to $80,000",6,Yes,No,No,Yes,32738,10 to 30 miles,Detached single family home,Brick or block,Own,Yes,Volusia,No,,,,,No,,,No,No,No,Yes,A17NNIZ0Q01ZS0,184197
12/29/2017 5:12,12/29/2017 5:20,IP Address,72.185.181.79,100,492,TRUE,12/29/2017 5:20,R_3DhGVZXsLAzgHgh,,,,,28.01460266,-82.41699982,anonymous,EN,A great deal,A moderate amount,A great deal,A great deal,A moderate amount,A moderate amount,Yes,A great deal,A little,A lot,A lot,A moderate amount,A great deal,Yes,A little,A little,A moderate amount,A moderate amount,A great deal,A moderate amount,Evacuate,Stay,None,A lot,Increased my desire to leave,Yes,Before 2016 (Please specify the year),Charlie,Stay,Yes,33612,32,Female,African American,Some college,"$25,000 to $40,000",3,No,No,No,No,33612,10 to 30 miles,Detached single family home,Brick or block,Own,Yes,Hillsborough,No,,,,No,Yes,September 9th (Saturday),Afternoon,No,No,No,No,A2N8ILCD327AB9,261954
12/29/2017 6:57,12/29/2017 7:01,IP Address,76.109.193.250,100,219,TRUE,12/29/2017 7:01,R_1rieuOysOACEyRE,,,,,25.73410034,-80.35939789,anonymous,EN,A lot,A lot,A great deal,A great deal,A great deal,A great deal,Yes,A lot,A moderate amount,A lot,A lot,A moderate amount,A lot,Yes,A lot,A lot,A lot,A moderate amount,A lot,A lot,Evacuate,Stay,"Having young children,Having elderly family member(s),Having pets,Evacuation expense (travel, lodging, etc.)",A little,Increased my desire to leave,Yes,Before 2016 (Please specify the year),2007,Stay,No,33165,39,Female,Hispanic,Graduate school,"$40,000 to $80,000",4,Yes,No,No,Yes,33165,10 to 30 miles,Detached single family home,Brick or block,Rent,No,DADE,No,,,,Yes,No,,,No,No,No,No,A3UCP8QT39UC3,355582
12/29/2017 7:36,12/29/2017 7:40,IP Address,64.135.30.26,100,234,TRUE,12/29/2017 7:40,R_A0WtCZZT9Xgl9Lz,,,,,26.29769897,-80.17759705,anonymous,EN,A lot,A moderate amount,A moderate amount,A lot,A great deal,A great deal,Yes,A great deal,A moderate amount,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A great deal,A great deal,A lot,A great deal,A great deal,Stay,Stay,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",A little,Increased my desire to leave,No,,,,,33065,27,Female,Caucasian,College graduate,"Over $80,000",2,No,No,No,Yes,33065,10 to 30 miles,Detached single family home,Brick or block,Own,Yes,Broward,No,,,,,No,,,No,No,No,Yes,A1YBHKEZ4V8D0C,383600
12/29/2017 7:47,12/29/2017 7:50,IP Address,107.77.237.232,100,173,TRUE,12/29/2017 7:50,R_2QXJvU0W0IXatH9,,,,,33.52070618,-86.80249786,anonymous,EN,A little,A little,A moderate amount,A moderate amount,A moderate amount,A moderate amount,Yes,A moderate amount,A little,A moderate amount,A moderate amount,A little,A moderate amount,Yes,A lot,A lot,A lot,A lot,A moderate amount,A moderate amount,Stay,Stay,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.),No transportation (cars, flights, public transportation, etc),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",A little,Increased my desire to leave,Yes,Before 2016 (Please specify the year),2006,Stay,Yes,32506,29,Female,Caucasian,College graduate,"$40,000 to $80,000",4,Yes,No,Yes,Yes,32506,10 to 30 miles,Detached single family home,Brick or block,Own,Yes,Escambia,Yes,Voluntary (should),"Radio or TV,Social media or internet,Word of mouth (friends/relative/neighbor)",September 9th (Saturday),No,No,,,No,No,No,Yes,A1LJGU5YKVCRYK,221651
12/29/2017 8:01,12/29/2017 8:06,IP Address,173.239.215.16,100,302,TRUE,12/29/2017 8:06,R_21bu2Nvzfsr2F1q,,,,,40.55160522,-74.46369934,anonymous,EN,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,None at all,Neither,Stay,"Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",A little,Increased my desire to leave,No,,,,,33813,37,Female,Other,College graduate,"$40,000 to $80,000",5,Yes,Yes,No,No,33813,More than 70 miles,Other,Other,Own,Yes,Polk,,,,,Yes,No,,,No,No,No,Yes,A2XGIGILFK5TDI,671822
12/29/2017 8:17,12/29/2017 8:22,IP Address,174.228.21.115,100,272,TRUE,12/29/2017 8:22,R_6LGWTAhrbBVMsy5,,,,,27.79670715,-82.37969971,anonymous,EN,A great deal,A lot,A great deal,A great deal,A great deal,A great deal,Yes,A lot,A moderate amount,A lot,A great deal,A lot,A great deal,Yes,A lot,A great deal,A great deal,A lot,A great deal,A lot,Evacuate,Evacuate,"Having elderly family member(s),Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A lot,Increased my desire to leave,Yes,2016,,Stay,Yes,34684,25,Female,Caucasian,College graduate,"$25,000 to $40,000",3,No,Yes,No,Yes,34684,1 to 10 mile,Detached single family home,Brick or block,Own,Yes,Pinellas,No,,,,No,No,,,No,No,No,Yes,A2IBHALQOI5BNQ,561736
12/29/2017 9:33,12/29/2017 9:37,IP Address,173.169.225.226,100,275,TRUE,12/29/2017 9:37,R_DPstqXGPChPbk9H,,,,,27.915802,-82.22899628,anonymous,EN,A lot,A little,A great deal,A great deal,A moderate amount,A lot,Yes,A great deal,A little,A lot,A great deal,A little,A great deal,Yes,A great deal,A great deal,A lot,A little,A great deal,A great deal,Evacuate,Stay,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.)",A little,Increased my desire to leave,Yes,2017 before Irma,,Stay,Yes,33594,26,Male,Asian,High school graduate,"$15,000 to $25,000",4,Yes,No,No,Yes,33594,30 to 50 miles,Mobile or manufactured home,Other,Rent,No,Hillsborough,Yes,Mandatory (must),"Radio or TV,Social media or internet",September 2nd (Saturday),No,No,,,No,No,No,No,A3VR21WWL37GX2,563272
12/29/2017 10:09,12/29/2017 10:21,IP Address,69.247.226.69,100,732,TRUE,12/29/2017 10:21,R_3spEuSQJQKLsLDk,,,,,27.37139893,-80.30200195,anonymous,EN,A moderate amount,A moderate amount,A lot,A lot,A little,A little,Yes,A lot,None at all,A lot,A lot,A little,A lot,Yes,A lot,A lot,A lot,A little,A lot,A lot,Stay,Stay,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",None at all,,Yes,2016,,Stay,Yes,34951,66,Male,Caucasian,Some college,"$25,000 to $40,000",2,No,No,No,Yes,34951,1 to 10 mile,Detached single family home,Brick or block,Own,Yes,St Lucie,No,,,,No,No,,,No,No,No,Yes,A2KHLQ2YFZRI67,203562
12/29/2017 10:20,12/29/2017 10:24,IP Address,98.231.40.33,100,213,TRUE,12/29/2017 10:24,R_2Vf68tNVyIzUrdR,,,,,30.42999268,-81.82019806,anonymous,EN,A little,None at all,A moderate amount,A moderate amount,None at all,None at all,No,,,,,,,Yes,A great deal,A great deal,A little,A little,A moderate amount,A great deal,Neither,Stay,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",None at all,,Yes,2016,,Evacuate,Yes,32204,33,Male,Caucasian,College graduate,"$40,000 to $80,000",2,Yes,No,No,Yes,32257,10 to 30 miles,Detached single family home,Wood,Own,Yes,Duval,No,,,,,No,,,No,No,No,Yes,A19DP5AE0C6AUL,506089
12/29/2017 10:47,12/29/2017 10:53,IP Address,73.224.37.70,100,375,TRUE,12/29/2017 10:53,R_2YmL6pulSnHPbET,,,,,29.93029785,-81.50489807,anonymous,EN,A moderate amount,A moderate amount,A moderate amount,A lot,A little,A little,Yes,A great deal,None at all,A great deal,A lot,A moderate amount,A great deal,Yes,A great deal,A great deal,A lot,A moderate amount,A great deal,A great deal,Evacuate,Evacuate,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A little,Increased my desire to leave,Yes,Before 2016 (Please specify the year),2012,Evacuate,Yes,32092,36,Female,African American,Some college,"$40,000 to $80,000",5,Yes,No,No,Yes,32092,1 to 10 mile,Detached single family home,Other,Rent,Yes,St Johns,Yes,Voluntary (should),Radio or TV,September 2nd (Saturday),,No,,,No,No,No,No,A3W0JJLXZ33S37,839610
12/29/2017 10:49,12/29/2017 10:53,IP Address,107.145.19.148,100,245,TRUE,12/29/2017 10:53,R_3hFstCciHRh0S0P,,,,,29.04530334,-81.39759827,anonymous,EN,A little,A little,A moderate amount,A moderate amount,A little,A little,Yes,A lot,A little,A moderate amount,A lot,A moderate amount,A lot,Yes,A lot,A lot,A lot,A lot,A lot,A lot,Stay,Stay,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.)",None at all,,Yes,Before 2016 (Please specify the year),2004,Stay,Yes,32763,32,Male,Caucasian,Some college,"$40,000 to $80,000",3,No,No,No,Yes,32763,10 to 30 miles,Detached single family home,Wood,Rent,Yes,Volusia,No,,,,Yes,No,,,No,No,No,Yes,A1GJ8ZNG27G0BY,929342
12/29/2017 11:22,12/29/2017 11:27,IP Address,131.94.186.72,100,300,TRUE,12/29/2017 11:27,R_11YNiBbG8W9mRhR,,,,,25.55839539,-80.45819855,anonymous,EN,A little,None at all,A little,A moderate amount,None at all,None at all,Yes,A great deal,A lot,A little,A lot,A lot,A moderate amount,No,,,,,,,Stay,Stay,None,None at all,,Yes,Before 2016 (Please specify the year),2005,Stay,Yes,33025,22,Male,African American,College graduate,"Less than $15,000",6,Yes,No,No,No,33025,10 to 30 miles,Detached single family home,Wood,Own,Yes,Broward,No,,,,,No,,,No,No,Yes,Yes,A2BIL7Y1AL14X6,193134
12/29/2017 11:34,12/29/2017 11:38,IP Address,174.228.133.143,100,239,TRUE,12/29/2017 11:38,R_2f3RA688dfxtbgz,,,,,27.90029907,-82.30239868,anonymous,EN,A moderate amount,A little,A moderate amount,A moderate amount,A lot,A lot,Yes,A moderate amount,A moderate amount,A great deal,A great deal,A little,A great deal,No,,,,,,,Evacuate,Evacuate,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",A great deal,Increased my desire to leave,Yes,Before 2016 (Please specify the year),2014,Stay,Yes,33705,32,Male,Caucasian,College graduate,"$25,000 to $40,000",1,No,No,No,Yes,33705,Within 1 mile,Detached single family home,Brick or block,Rent,No,Pinellas,Yes,Mandatory (must),"Radio or TV,Social media or internet",September 1st (Friday),No,No,,,No,No,No,Yes,A2FXDYKGHE8O5R,781722
12/29/2017 11:35,12/29/2017 11:38,IP Address,64.47.87.203,100,173,TRUE,12/29/2017 11:38,R_2s12Lzlyx6HZrx5,,,,,27.98570251,-82.0134964,anonymous,EN,A lot,A moderate amount,A great deal,A great deal,A moderate amount,A moderate amount,Yes,A great deal,A little,A lot,A great deal,A moderate amount,A moderate amount,Yes,A great deal,A great deal,A great deal,A lot,A lot,A great deal,Evacuate,Stay,"Having young children,Having family member(s) with special needs,Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",A little,Increased my desire to leave,No,,,,,33811,33,Female,Caucasian,Some college,"$25,000 to $40,000",2,Yes,No,Yes,Yes,33811,50 to 70 miles,Detached single family home,Brick or block,Own,Yes,Polk,,,,,No,No,,,No,No,Yes,Yes,A1ODWRBV7HFNL,232658
