"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3CFVK00FWLLM0Q3166EJQNCN1BL6LC","AGUZ7OPH12GB0","Approved","Thu Nov 02 12:00:13 PDT 2017","Thu Nov 02 12:05:56 PDT 2017","Tue Nov 07 11:05:56 PST 2017","2017-11-07 19:06:18 UTC","","","343","100% (1/1)","100% (1/1)","100% (1/1)","594701"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3CPLWGV3MOZZ698KGQXANP7EWDN9NY","A2G9163W7Y67UD","Submitted","Thu Nov 02 20:34:54 PDT 2017","Thu Nov 02 20:42:24 PDT 2017","Tue Nov 07 19:42:24 PST 2017","","","","450","0% (0/0)","0% (0/0)","0% (0/0)","283995"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3DH6GAKTYYP8OZUBRQ0KHT7EGIHZYW","AVW1IWCBIBU2K","Submitted","Sun Nov 05 16:23:52 PST 2017","Sun Nov 05 16:29:09 PST 2017","Fri Nov 10 16:29:09 PST 2017","","","","317","0% (0/0)","0% (0/0)","0% (0/0)","889036"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3DY4FPOOA1OIIEDFCYJNOR1LPMNVRL","A1E6BY8LYS05ZW","Submitted","Mon Nov 06 07:00:06 PST 2017","Mon Nov 06 07:03:27 PST 2017","Sat Nov 11 07:03:27 PST 2017","","","","201","0% (0/0)","0% (0/0)","0% (0/0)","969359"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3DYGAII7PL851T1JD7LOD92Y6WRPQ3","A3EIHWF3BV85M6","Submitted","Fri Nov 03 07:48:55 PDT 2017","Fri Nov 03 07:54:00 PDT 2017","Wed Nov 08 06:54:00 PST 2017","","","","305","0% (0/0)","0% (0/0)","0% (0/0)","210687"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3DZQRBDBSLFA7KB97DDMV6EYK7ES3G","A39UBQLQDFWWHM","Submitted","Mon Nov 06 18:08:54 PST 2017","Mon Nov 06 18:13:10 PST 2017","Sat Nov 11 18:13:10 PST 2017","","","","256","0% (0/0)","0% (0/0)","0% (0/0)","774213"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3DZQRBDBSLFA7KB97DDMV6EYKYG3SB","AD2F2NNIYVZ11","Submitted","Sat Nov 04 05:35:35 PDT 2017","Sat Nov 04 05:38:53 PDT 2017","Thu Nov 09 04:38:53 PST 2017","","","","198","0% (0/0)","0% (0/0)","0% (0/0)","354685"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3E13VNJ1NNVP33UYFX5P3BTECP81IE","A35UOR07SAT5IY","Approved","Wed Nov 01 17:27:02 PDT 2017","Wed Nov 01 17:30:47 PDT 2017","Mon Nov 06 16:30:47 PST 2017","2017-11-07 00:31:18 UTC","","","225","100% (1/1)","100% (1/1)","100% (1/1)","239189"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3E13VNJ1NNVP33UYFX5P3BTEDJ9I1L","A20XPR8QN4DZAE","Submitted","Sun Nov 05 09:52:00 PST 2017","Sun Nov 05 09:55:04 PST 2017","Fri Nov 10 09:55:04 PST 2017","","","","184","0% (0/0)","0% (0/0)","0% (0/0)","363339"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3E1QT0TDFP97E3EJEIE4ILGMQY98I6","A14CXE3OMENOYS","Approved","Thu Nov 02 05:54:01 PDT 2017","Thu Nov 02 05:57:34 PDT 2017","Tue Nov 07 04:57:34 PST 2017","2017-11-07 12:58:17 UTC","","","213","100% (1/1)","100% (1/1)","100% (1/1)","384156"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3E7TUJ2EGCMQKXH7RWJ7RKVKI5A9DX","A15JDLWFTK9UFM","Approved","Thu Nov 02 14:00:16 PDT 2017","Thu Nov 02 14:02:49 PDT 2017","Tue Nov 07 13:02:49 PST 2017","2017-11-07 21:03:17 UTC","","","153","100% (1/1)","100% (1/1)","100% (1/1)","780123"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3E7TUJ2EGCMQKXH7RWJ7RKVKIZXD9C","A2DVFA1B7NMN0F","Approved","Thu Nov 02 06:55:23 PDT 2017","Thu Nov 02 06:57:37 PDT 2017","Tue Nov 07 05:57:37 PST 2017","2017-11-07 13:58:17 UTC","","","134","100% (1/1)","100% (1/1)","100% (1/1)","965643"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3E7TUJ2EGCMQKXH7RWJ7RKVKJVA9DE","A2M7C0P0FWRLSF","Submitted","Mon Nov 06 13:51:43 PST 2017","Mon Nov 06 13:57:58 PST 2017","Sat Nov 11 13:57:58 PST 2017","","","","375","0% (0/0)","0% (0/0)","0% (0/0)","554597"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3EJPLAJKEMG65FK5L75SY2NLGCO6ZA","A396U3HHP2ECZI","Approved","Wed Nov 01 14:27:25 PDT 2017","Wed Nov 01 14:33:15 PDT 2017","Mon Nov 06 13:33:15 PST 2017","2017-11-06 21:33:17 UTC","","","350","100% (1/1)","100% (1/1)","100% (1/1)","909044"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3F0BG9B9MPNP4PO58V81Q9EF6T87YO","A3V1R4JEUH378G","Submitted","Mon Nov 06 14:52:06 PST 2017","Mon Nov 06 14:57:19 PST 2017","Sat Nov 11 14:57:19 PST 2017","","","","313","0% (0/0)","0% (0/0)","0% (0/0)","733873"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3F1567XTNW5K96LCWIPRRJ2J1AD9QW","A126X51DWT001N","Approved","Wed Nov 01 14:37:56 PDT 2017","Wed Nov 01 14:42:11 PDT 2017","Mon Nov 06 13:42:11 PST 2017","2017-11-06 21:42:17 UTC","","","255","100% (1/1)","100% (1/1)","100% (1/1)","178955"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3FFJ6VRIL1OPWE9GJE1PP6A48RWI0B","A1L3DA0RCQGRA0","Submitted","Sun Nov 05 08:27:50 PST 2017","Sun Nov 05 08:31:52 PST 2017","Fri Nov 10 08:31:52 PST 2017","","","","242","0% (0/0)","0% (0/0)","0% (0/0)","230795"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3FIJLY1B6U48A4BAZRAU1AYK053PFH","A3MYOT7ZDON7HX","Submitted","Sat Nov 04 16:13:17 PDT 2017","Sat Nov 04 16:19:23 PDT 2017","Thu Nov 09 15:19:23 PST 2017","","","","366","0% (0/0)","0% (0/0)","0% (0/0)","434530"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3FQ5JJ512LOJN5RBKNOZDYLU8RCKNL","A5BMKZRGHNSRT","Submitted","Mon Nov 06 09:44:46 PST 2017","Mon Nov 06 09:54:03 PST 2017","Sat Nov 11 09:54:03 PST 2017","","","","557","100% (1/1)","100% (1/1)","100% (1/1)","209340"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3FTF2T8WLRIPT3HY8ROXJ8K5PKL9W9","A2H6S2ZMDETRXR","Approved","Thu Nov 02 12:48:56 PDT 2017","Thu Nov 02 12:53:12 PDT 2017","Tue Nov 07 11:53:12 PST 2017","2017-11-07 19:53:19 UTC","","","256","100% (1/1)","100% (1/1)","100% (1/1)","939666"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3FTOP5WARFOLRPTM1WMP17P4L6J0J3","A356O3RJYQUW5M","Submitted","Sun Nov 05 07:59:14 PST 2017","Sun Nov 05 07:59:41 PST 2017","Fri Nov 10 07:59:41 PST 2017","","","","27","100% (1/1)","100% (1/1)","100% (1/1)","727987"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3GU1KF0O4I1IXNZUUPOYIK7ZKEEPBF","A76E0BAITFRV7","Approved","Wed Nov 01 16:09:43 PDT 2017","Wed Nov 01 16:14:07 PDT 2017","Mon Nov 06 15:14:07 PST 2017","2017-11-06 23:14:17 UTC","","","264","100% (1/1)","100% (1/1)","100% (1/1)","200009"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3GU1KF0O4I1IXNZUUPOYIK7ZLFOBPE","A1Q2YP83K2IQ34","Submitted","Mon Nov 06 18:44:38 PST 2017","Mon Nov 06 18:51:02 PST 2017","Sat Nov 11 18:51:02 PST 2017","","","","384","0% (0/0)","0% (0/0)","0% (0/0)","310812"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3HFNH7HEMHEZOG8KAOV1J0O65MJQGD","A1NYI79LUIBOTP","Approved","Wed Nov 01 12:36:00 PDT 2017","Wed Nov 01 12:38:56 PDT 2017","Mon Nov 06 11:38:56 PST 2017","2017-11-06 19:39:20 UTC","","","176","100% (1/1)","100% (1/1)","100% (1/1)","167447"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3HL8HNGX451NIHV3I2EXFKY5V9S9FT","A3LDYIPSXOXME6","Submitted","Mon Nov 06 17:29:48 PST 2017","Mon Nov 06 17:42:14 PST 2017","Sat Nov 11 17:42:14 PST 2017","","","","746","0% (0/0)","0% (0/0)","0% (0/0)","432436"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3I3WADAZ9Q4YN76KEFK6QY2H19EO57","A2R9OK4M877ZCC","Submitted","Sun Nov 05 17:15:16 PST 2017","Sun Nov 05 17:27:57 PST 2017","Fri Nov 10 17:27:57 PST 2017","","","","761","0% (0/0)","0% (0/0)","0% (0/0)","981053"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3IAEQB9FMEK1WTUFK7TZ543VGXXWDU","A1E8WU0ER9WT88","Approved","Wed Nov 01 16:33:41 PDT 2017","Wed Nov 01 16:41:31 PDT 2017","Mon Nov 06 15:41:31 PST 2017","2017-11-06 23:42:17 UTC","","","470","100% (1/1)","100% (1/1)","100% (1/1)","641969"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3IO1LGZLK9XRLJJICH5FLIQHIYK861","A39WQ7WY9N4SZE","Submitted","Sun Nov 05 09:42:27 PST 2017","Sun Nov 05 09:48:07 PST 2017","Fri Nov 10 09:48:07 PST 2017","","","","340","0% (0/0)","0% (0/0)","0% (0/0)","128487"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3IQ1VMJRYTKSMQEV7MS51JNEXT3A94","ACVXBOS4CZGVQ","Approved","Wed Nov 01 18:55:15 PDT 2017","Wed Nov 01 18:58:42 PDT 2017","Mon Nov 06 17:58:42 PST 2017","2017-11-07 01:59:17 UTC","","","207","100% (1/1)","100% (1/1)","100% (1/1)","681514"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3IRIK4HM3AKTXM9VTTLKN4M07W66CJ","ADY69WHR21Y3G","Approved","Wed Nov 01 22:03:43 PDT 2017","Wed Nov 01 22:08:17 PDT 2017","Mon Nov 06 21:08:17 PST 2017","2017-11-07 05:08:18 UTC","","","274","100% (1/1)","100% (1/1)","100% (1/1)","497114"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3JZQSN0I3QA2XRIBW8K771KSYKFFGD","A2XP8RZM8ERTY","Approved","Wed Nov 01 12:59:57 PDT 2017","Wed Nov 01 13:03:45 PDT 2017","Mon Nov 06 12:03:45 PST 2017","2017-11-06 20:04:17 UTC","","","228","100% (1/1)","100% (1/1)","100% (1/1)","926870"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3K772S5NP8BOR9DQL3IJAJBT1KAHEV","A2H2LO1OOF8R5N","Approved","Wed Nov 01 15:35:05 PDT 2017","Wed Nov 01 15:38:17 PDT 2017","Mon Nov 06 14:38:17 PST 2017","2017-11-06 22:39:17 UTC","","","192","100% (1/1)","100% (1/1)","100% (1/1)","747488"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3KB8R4ZV1E7CKA6VR6YBOBT7JVJGBA","A2W25AX6M2JKQQ","Approved","Thu Nov 02 12:19:18 PDT 2017","Thu Nov 02 12:24:10 PDT 2017","Tue Nov 07 11:24:10 PST 2017","2017-11-07 19:24:19 UTC","","","292","100% (1/1)","100% (1/1)","100% (1/1)","508047"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3KIBXJ1WD5U15QRNL2OCSNLZXMXKOL","AJMR7CVNYNIWD","Submitted","Fri Nov 03 09:05:54 PDT 2017","Fri Nov 03 09:09:51 PDT 2017","Wed Nov 08 08:09:51 PST 2017","","","","237","0% (0/0)","0% (0/0)","0% (0/0)","935783"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3KIBXJ1WD5U15QRNL2OCSNLZYY0KOD","A3BAIIVADXXHQM","Submitted","Sun Nov 05 08:12:42 PST 2017","Sun Nov 05 08:15:33 PST 2017","Fri Nov 10 08:15:33 PST 2017","","","","171","0% (0/0)","0% (0/0)","0% (0/0)","560294"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3KOPY89HM82H8HSJKJ4835NBNMGJ31","AI9QOT5C5DN1P","Approved","Wed Nov 01 11:58:33 PDT 2017","Wed Nov 01 12:06:07 PDT 2017","Mon Nov 06 11:06:07 PST 2017","2017-11-06 19:06:19 UTC","","","454","100% (1/1)","100% (1/1)","100% (1/1)","666867"
